Date,AAPL,MSFT,GOOGL,AMZN,NVDA,FB,ADBE,CSCO,INTC,ORCL
2017-01-01,0.0477466471797487,0.0403927749758987,0.035005350251831,0.09816366280939,0.0228592456765301,0.1327249358315216,0.1013113221403925,0.0165454839112542,0.0151639976251432,0.0431729007407222
2017-02-01,0.1288836440972285,-0.0103633740495013,0.0301637305511321,0.026181568550484,-0.0705259023659771,0.0400551386474943,0.0437466855232537,0.1221839141417344,-0.016838349890022,0.0659887205717595
2017-03-01,0.0532361417725377,0.0356248211964564,0.0033967253406386,0.0491101025739366,0.0747681706283669,0.0480301762438633,0.0996282652507307,-0.0111175735266355,0.0035219236677144,0.0474287311671752
2017-04-01,-6.967748844688426e-05,0.0394776104072742,0.0904930795505225,0.0433708723351506,-0.0425042403134547,0.0577261300392539,0.0277414929293402,0.0079882893398981,0.0022178424613836,0.00784592554697
2017-05-01,0.063418214718188,0.0201577190090098,0.0676783693185389,0.0752764955490703,0.3839883895486107,0.0080532892769862,0.0607147807961061,-0.066490681921455,-0.0011065847075207,0.0139135489810251
2017-06-01,-0.0533227647739127,-0.0073725927845228,-0.0581608897038259,-0.0267639854898061,0.002509508769112,-0.0031692259675846,-0.0029606525245895,-0.0072947524526941,-0.0586816277925715,0.1046487357975842
2017-07-01,0.0327039944803948,0.0546933074717514,0.0170166158773472,0.0204339145628873,0.1241696754348939,0.121009436941774,0.0357042064804109,0.0047925033858038,0.0512745921076676,-0.0041884612730246
2017-08-01,0.1026691392153453,0.0284730469247496,0.0103014174874405,-0.0072688792018283,0.0426438358425997,0.0160709082463994,0.0591849125799226,0.0337339053715579,-0.0112772851725591,0.0118137181355371
2017-09-01,-0.0565535005745246,0.0015630402835407,0.0193459032888854,-0.0196308387510386,0.0559925828815484,-0.0063964999459638,-0.0385409309434584,0.0440856732136021,0.0939793627661924,-0.039340484784715
2017-10-01,0.0968078345947138,0.1166601304474712,0.0609210760220311,0.1497166041151796,0.1568495497554445,0.0537835939838557,0.1741521132984065,0.0154625595727071,0.1945902595188549,0.0527407608390892
2017-11-01,0.0166231957885663,0.0119019278133736,0.0030298969686142,0.0646623197820652,-0.0294956378452448,-0.0159946957784186,0.0360241917485111,0.1016782435571217,-0.0142887999741795,-0.0323476190441758
2017-12-01,-0.0117058359923289,0.0213806286980136,0.0166285259542393,-0.0061865555953898,-0.0352526658661367,-0.0040635850077698,-0.034330719599005,0.0268094748239831,0.035538684435076,-0.0362822699728543
2018-01-01,-0.0106362559506767,0.1107081740172226,0.1222896746757877,0.2406389655102587,0.2702841958273856,0.0591068359908524,0.1399223250687946,0.0845954046935149,0.0428943748675192,0.0911590826834616
2018-02-01,0.0638473048914307,-0.0130513131984403,-0.0662312671906935,0.0424290855281364,-0.0154596975140958,-0.0458558087292945,0.0469063407771364,0.086037799450412,0.0238886001413687,-0.0140081628682739
2018-03-01,-0.0542101157946834,-0.0220886159229362,-0.0604935381535506,-0.0430493487081103,-0.0424217127816634,-0.1039143858063831,0.0332329019555881,-0.0422065319231202,0.0637722275338843,-0.0970987946651428
2018-04-01,-0.0150197024594365,0.0246518173013039,-0.0178953634962055,0.0820747314851995,-0.0288873226402204,0.0764128370166645,0.0255461135953563,0.0326418239790353,-0.0088326946903984,-0.0017487606220046
2018-05-01,0.1307635947274641,0.056886350106573,0.0799347930884988,0.0405394124602866,0.1213428576745123,0.1149999929028888,0.1249097108005092,-0.0279219056820607,0.0693529280684017,0.0272268369721428
2018-06-01,-0.0055983833900722,0.0019974088843748,0.0265363103693181,0.0430652875647188,-0.060048035695373,0.0132443871159106,-0.0219432014100179,0.0074923086322669,-0.0942591076989336,-0.0569349843407192
2018-07-01,0.0279831761116744,0.0757530461544495,0.0868144726606332,0.0456758973690178,0.0336006856154207,-0.1118773398196272,0.0035683324141719,-0.0171971787315247,-0.0323880194687474,0.0821604308638535
2018-08-01,0.1962269715363764,0.0589177409654058,0.0037320759393899,0.132364539611455,0.1462877804549824,0.0182523691219336,0.0769577311324956,0.138385640852114,0.0068608209557954,0.0228723916347901
2018-09-01,-0.0048250131120138,0.0220789967020802,-0.0200682674082981,-0.0048243219966861,0.001759053014823,-0.0641324149984357,0.0244393085755421,0.0184216521795537,-0.0176006703499054,0.0613421338342494
2018-10-01,-0.0304774909085842,-0.0661013762336709,-0.0965139048292853,-0.2021917075558537,-0.2497688700526351,-0.0770400882311653,-0.0896092484027872,-0.0596094635860775,-0.0086700170684919,-0.0527540532421878
2018-11-01,-0.1840445162365844,0.0381988117961844,0.0174861716956209,0.0576717502496773,-0.2248256676876902,-0.0736543459403566,0.020874043772286,0.0534126863790771,0.0518345871614029,0.0023814482241246
2018-12-01,-0.1136165413110069,-0.0800903719785357,-0.0582977173462608,-0.1113497863226103,-0.1823192330658091,-0.067705029735702,-0.0982502050956656,-0.0948400676610154,-0.0422765204822062,-0.0740358345850691
2019-01-01,0.0551540645745862,0.0281578843097596,0.0774479948861677,0.1443171394859193,0.0767791590915336,0.2715692051112346,0.0953854371777176,0.0913917723116801,0.0040485452039722,0.1125135004302735
2019-02-01,0.0403148657301042,0.0727760224608971,0.0005862332653279,-0.0459060034506083,0.0731132239197813,-0.0314356315100901,0.0592365113466228,0.1032109117983899,0.1239386378685263,0.0419350701475738
2019-03-01,0.1017306327702434,0.0572499157168071,0.0446850682512312,0.0859357663427224,0.1652082351577122,0.0324559033274178,0.0151999627976191,0.042882001800953,0.0204001384451846,0.0303089863477774
2019-04-01,0.0564358112035312,0.1073427205969113,0.0187527687501496,0.0818587783412887,0.0080197200349507,0.1602375131314011,0.0854066216356113,0.0363029456873549,-0.0495344666700293,0.0301619338085818
2019-05-01,-0.1275724942423907,-0.0529862886219079,-0.0771168045221485,-0.0786132880565847,-0.251602215393876,-0.0823681136427938,-0.0634399519568388,-0.0641748240177391,-0.1371472781752792,-0.0813915558424939
2019-06-01,0.1348726288518971,0.0871269831596481,-0.0214188442583597,0.0667917671873212,0.2137712060861174,0.0875077403080852,0.0876707291808773,0.0518933221298592,0.0936230914175615,0.125889428408177
2019-07-01,0.076394510607386,0.0172440931864439,0.1250460807517401,-0.0141791033711462,0.0273396471896771,0.0063730348577153,0.014288109765097,0.0122419084091558,0.0559850713617762,-0.0117605972125939
2019-08-01,-0.0201838292514372,0.0116677289542592,-0.0227137768708514,-0.0484738366675467,-0.0071715592042016,-0.0440714500689249,-0.0480157140108836,-0.1497219083419818,-0.062116790137585,-0.0715678457096566
