Date,AAPL,MSFT,GOOGL,AMZN,NVDA,FB,ADBE,CSCO,INTC,ORCL
2019-09-01,0.0770381335711618,0.0118451760016173,0.0257112249152091,-0.0227327767396164,0.0401905537246292,-0.0408789595128035,-0.0290324047734892,0.0555437844337876,0.0942400351656047,0.057049653638076
2019-10-01,0.1106844949358862,0.0312161682757192,0.030840062341688,0.0234747188492729,0.1548227560985109,0.0762016617582002,0.0060814214507918,-0.03845369464446,0.0970307473886167,-0.0098128252736351
2019-11-01,0.0743284128430772,0.055869694120846,0.0359786425448187,0.0135873009940157,0.0782011378213021,0.0521263021722815,0.113697718620741,-0.0390827328250465,0.0268884546454117,0.0348758703491161
2019-12-01,0.1020828733859831,0.0452938491577574,0.0270687220616103,0.0261216768751193,0.0864334514428217,0.0179031968918805,0.0655186859408643,0.0584859396676213,0.0366820379353249,-0.0562878522993275
2020-01-01,0.0540100328638122,0.0794547335118391,0.0697257808607378,0.0870638193017938,0.0048024297856195,-0.0162728201602466,0.0646736522474709,-0.0414928216785936,0.0681704178452675,-0.0100036752780265
2020-02-01,-0.1167975086497181,-0.0482875426115667,-0.065278708095041,-0.0622137343809953,0.1422831554688242,-0.0467535152800245,-0.0171442139320898,-0.1250045963347444,-0.1315501751566629,-0.0528094909188221
2020-03-01,-0.0675538456515966,-0.0238827129617525,-0.1323875667934478,0.0350205551177835,-0.0233729252413616,-0.133371424149937,-0.0778859679622018,-0.0155271616508172,-0.0204157321166945,-0.0228465947142565
2020-04-01,0.1553738221519034,0.1363262597598622,0.1589999636504755,0.2689001688318371,0.108801060343568,0.2272781952548643,0.11123688254261,0.0780971205966269,0.1082781079387986,0.0960065755003178
2020-05-01,0.0821648388531932,0.0225433721849557,0.0644687543679092,-0.0127849162540419,0.2146572865019522,0.0995554147604982,0.0932020984329062,0.1390606931786902,0.0491828777321723,0.0199252654380801
2020-06-01,0.1504921423112162,0.1136522384489824,-0.010791597251766,0.1295667470482653,0.0701087080992346,0.0087965303591539,0.1259958372634779,-0.0246758013232923,-0.0438904079310962,0.0278965527260048
2020-07-01,0.1651316011103474,0.0073706230845453,0.0492929726997402,0.1471135678386623,0.1181168357661881,0.1171444487899546,0.0206979160050471,0.0098625986534182,-0.2022398192059156,0.0032567657492372
2020-08-01,0.2143797391057265,0.1000926451142028,0.0951511023697369,0.0904609740892383,0.2599920571145133,0.1558324371168196,0.1554510402089965,-0.0965479216305672,0.0674628829845886,0.0362831589757979
2020-09-01,-0.1009081489361398,-0.0651423900410107,-0.1005995905345,-0.0875785242047969,0.0116637886507562,-0.1067531275832472,-0.0447223773691409,-0.067029860723299,0.0231925907422707,0.0433415169755238
2020-10-01,-0.0600120966263044,-0.0373697451684512,0.1026951502953266,-0.0357541227171979,-0.0733711535601997,0.0046200514825378,-0.0883510128241905,-0.0886011704220948,-0.1448435354343206,-0.0601340568519824
2020-11-01,0.0936064400365304,0.057292405202042,0.0855696953276461,0.0434399291737663,0.0692117346825322,0.0526776505673896,0.0701632625563519,0.209381643335194,0.0919150480667496,0.03285908342768
2020-12-01,0.116496665395599,0.0417260689229148,-0.0010031975268655,0.0280583235950608,-0.0258552197039556,-0.0137559935798164,0.0452483830569305,0.0402139366525353,0.0378979103199597,0.1207555078432203
2021-01-01,-0.005501557230604,0.0428919141214751,0.042632811118439,-0.0155760122365283,-0.0047040998150741,-0.0542905875348721,-0.082680169773709,-0.0037988458522881,0.114211206149861,-0.0658526318562747
2021-02-01,-0.0810851677798163,0.0018106169241993,0.1064650919291614,-0.0353284328040269,0.055793930378619,-0.0027483896256058,0.0019618205977194,0.0146677723962067,0.094937837732552,0.0716010561137507
2021-03-01,0.0088448867382242,0.0169249060161722,0.0200849615784406,0.0003718630909188,-0.0267053332628279,0.1432730547383154,0.034154896405748,0.1524403387672299,0.059369488180397,0.0877383364306902
2021-04-01,0.0762178214055473,0.0696017196872875,0.1410798332686638,0.1206626313227945,0.1248426292138968,0.103724537125541,0.0693565045319601,-0.0154708389499731,-0.1010937888691941,0.0800911617090907
2021-05-01,-0.0521071757197101,-0.0099135813086148,0.0014234534337156,-0.0704702225346542,0.0822813088624265,0.0112280809795439,-0.0073966435706659,0.0465379199090265,-0.0071267089230336,0.0434184710643994
2021-06-01,0.1009762170146357,0.0874941524922221,0.0360396028117009,0.0673549873709398,0.2313396733817463,0.0577372914988871,0.1606485200232223,0.0018903664433924,-0.011103409789205,-0.0114301378750317
2021-07-01,0.0649824288858131,0.0517165377677286,0.1035060288522644,-0.0327222649803294,-0.0249483550608072,0.0247044852002775,0.0614541174342055,0.0447169282236983,-0.0431064872685327,0.1194760110358357
2021-08-01,0.0409296667744525,0.0595626724319191,0.0740091666104154,0.0430341320263549,0.1480075890933976,0.0647769236053261,0.0676769251705435,0.0733517750563046,0.0063291166206611,0.0266097857804663
2021-09-01,-0.0680366311432253,-0.0661189583020791,-0.0761692273051799,-0.0535180745333051,-0.0745588652505474,-0.1054087978272012,-0.1325599516132933,-0.0777702493559385,-0.0144284604916696,-0.0224391981102133
2021-10-01,0.0586572653834474,0.176291073078403,0.107498690955806,0.0266023827834576,0.2341667969168348,-0.0466130606128945,0.1296463879084823,0.0282932373120141,-0.0803303092596909,0.1011133485221884
2021-11-01,0.1034712929521406,-0.0031059610230466,-0.0415310018331243,0.0399237758672275,0.278053788500064,0.0027505149139721,0.0299680033725313,-0.0201894058150788,0.0040816482232541,-0.0509104489462716
2021-12-01,-0.0209316796732532,-0.02292866286407,0.0007329509543116,-0.0334410282688589,-0.0606867930505548,-0.0543056018653289,-0.0795998331453575,0.0253464512359751,0.0010162446399433,-0.0275512459649086
